1447999200,11/20/2015,00:00,DFW,52525,500
1448085600,11/21/2015,00:00,HOU,45577,500
1448172000,11/22/2015,00:00,DFW,65902,500
1448258400,11/23/2015,00:00,HOU,56210,500
1448344800,11/24/2015,00:00,HOU,65528,500
1448431200,11/25/2015,00:00,AUS,28393,500
1448517600,11/26/2015,00:00,AUS,96120,500
1448604000,11/27/2015,00:00,HOU,72136,500
1448690400,11/28/2015,00:00,HOU,68944,500
1448776800,11/29/2015,00:00,HOU,72733,500
1448863200,11/30/2015,00:00,DFW,10127,500
1448949600,12/01/2015,00:00,HOU,53900,500
1449036000,12/02/2015,00:00,DFW,47391,500
1449122400,12/03/2015,00:00,HOU,63506,500
1449208800,12/04/2015,00:00,DFW,14994,500
1449295200,12/05/2015,00:00,HOU,79708,500
1449381600,12/06/2015,00:00,AUS,61740,500
1449468000,12/07/2015,00:00,AUS,80775,500
1449554400,12/08/2015,00:00,HOU,79570,500
1449640800,12/09/2015,00:00,DFW,83171,500
1449727200,12/10/2015,00:00,DFW,23642,500
1449813600,12/11/2015,00:00,AUS,50557,500
1449900000,12/12/2015,00:00,DFW,89919,500
1449986400,12/13/2015,00:00,HOU,65107,500
1450072800,12/14/2015,00:00,HOU,13179,500
1450159200,12/15/2015,00:00,HOU,57252,500
1450245600,12/16/2015,00:00,DFW,89197,500
1450332000,12/17/2015,00:00,HOU,21260,500
1450418400,12/18/2015,00:00,HOU,45836,500
1450504800,12/19/2015,00:00,AUS,74691,500
1450591200,12/20/2015,00:00,HOU,77329,500
1450677600,12/21/2015,00:00,HOU,58236,500
1450764000,12/22/2015,00:00,DFW,70861,500
1450850400,12/23/2015,00:00,AUS,15966,500
1450936800,12/24/2015,00:00,HOU,32954,500
1451023200,12/25/2015,00:00,DFW,49196,500
1451109600,12/26/2015,00:00,AUS,37720,500
1451196000,12/27/2015,00:00,DFW,39001,500
1451282400,12/28/2015,00:00,DFW,55508,500
1451368800,12/29/2015,00:00,HOU,59152,500
1451455200,12/30/2015,00:00,HOU,74461,500
1451541600,12/31/2015,00:00,DFW,90838,500
1451628000,01/01/2016,00:00,AUS,56535,500
1451714400,01/02/2016,00:00,DFW,90289,500
1451800800,01/03/2016,00:00,AUS,72158,500
1451887200,01/04/2016,00:00,HOU,22973,500
1451973600,01/05/2016,00:00,DFW,33816,500
1452060000,01/06/2016,00:00,HOU,38713,500
1452146400,01/07/2016,00:00,HOU,62077,500
1452232800,01/08/2016,00:00,AUS,23276,500
1452319200,01/09/2016,00:00,HOU,40613,500
1452405600,01/10/2016,00:00,DFW,82811,500
1452492000,01/11/2016,00:00,AUS,25702,500
1452578400,01/12/2016,00:00,DFW,99929,500
1452664800,01/13/2016,00:00,HOU,44806,500
1452751200,01/14/2016,00:00,DFW,84983,500
1452837600,01/15/2016,00:00,AUS,12035,500
1452924000,01/16/2016,00:00,AUS,33715,500
1453010400,01/17/2016,00:00,HOU,77762,500
1453096800,01/18/2016,00:00,AUS,32438,500
1453183200,01/19/2016,00:00,AUS,61669,500
1453269600,01/20/2016,00:00,AUS,90744,500
1453356000,01/21/2016,00:00,AUS,19257,500
1453442400,01/22/2016,00:00,AUS,61338,500
1453528800,01/23/2016,00:00,DFW,33950,500
1453615200,01/24/2016,00:00,AUS,68507,500
1453701600,01/25/2016,00:00,HOU,73369,500
1453788000,01/26/2016,00:00,HOU,27507,500
1453874400,01/27/2016,00:00,AUS,73748,500
1453960800,01/28/2016,00:00,HOU,55032,500
1454047200,01/29/2016,00:00,AUS,37644,500
1454133600,01/30/2016,00:00,HOU,18286,500
1454220000,01/31/2016,00:00,AUS,25366,500
1454306400,02/01/2016,00:00,HOU,88561,500
1454392800,02/02/2016,00:00,HOU,50474,500
1454479200,02/03/2016,00:00,AUS,76467,500
1454565600,02/04/2016,00:00,AUS,79694,500
1454652000,02/05/2016,00:00,DFW,73024,500
1454738400,02/06/2016,00:00,DFW,98849,500
1454824800,02/07/2016,00:00,AUS,43183,500
1454911200,02/08/2016,00:00,DFW,80162,500
1454997600,02/09/2016,00:00,AUS,94659,500
1455084000,02/10/2016,00:00,AUS,68985,500
1455170400,02/11/2016,00:00,AUS,36852,500
1455256800,02/12/2016,00:00,AUS,86277,500
1455343200,02/13/2016,00:00,HOU,15069,500
1455429600,02/14/2016,00:00,AUS,60035,500
1455516000,02/15/2016,00:00,AUS,36260,500
1455602400,02/16/2016,00:00,DFW,38226,500
1455688800,02/17/2016,00:00,DFW,65659,500
1455775200,02/18/2016,00:00,DFW,82093,500
1455861600,02/19/2016,00:00,DFW,56169,500
1455948000,02/20/2016,00:00,HOU,45852,500
1456034400,02/21/2016,00:00,HOU,97873,500
1456120800,02/22/2016,00:00,AUS,40849,500
1456207200,02/23/2016,00:00,HOU,28318,500
1456293600,02/24/2016,00:00,DFW,61085,500
1456380000,02/25/2016,00:00,DFW,97819,500
1456466400,02/26/2016,00:00,DFW,84671,500
1456552800,02/27/2016,00:00,DFW,72756,500
1456639200,02/28/2016,00:00,HOU,39679,500
1456725600,02/29/2016,00:00,HOU,78354,500
1456812000,03/01/2016,00:00,DFW,77040,500
1456898400,03/02/2016,00:00,HOU,21970,500
1456984800,03/03/2016,00:00,AUS,72620,500
1457071200,03/04/2016,00:00,HOU,82129,500
1457157600,03/05/2016,00:00,DFW,44878,500
1457244000,03/06/2016,00:00,HOU,34760,500
1457330400,03/07/2016,00:00,DFW,44449,500
1457416800,03/08/2016,00:00,DFW,76351,500
1457503200,03/09/2016,00:00,DFW,48623,500
1457589600,03/10/2016,00:00,AUS,53056,500
1457676000,03/11/2016,00:00,DFW,88963,500
1457762400,03/12/2016,00:00,DFW,40222,500
1457848800,03/13/2016,00:00,DFW,85551,500
1457935200,03/14/2016,00:00,AUS,46597,500
1458021600,03/15/2016,00:00,DFW,44947,500
1458108000,03/16/2016,00:00,AUS,88674,500
1458194400,03/17/2016,00:00,HOU,27051,500
1458280800,03/18/2016,00:00,DFW,79802,500
1458367200,03/19/2016,00:00,HOU,94321,500
1458453600,03/20/2016,00:00,DFW,25864,500
1458540000,03/21/2016,00:00,HOU,72956,500
1458626400,03/22/2016,00:00,AUS,73617,500
1458712800,03/23/2016,00:00,HOU,53495,500
1458799200,03/24/2016,00:00,DFW,96034,500
1458885600,03/25/2016,00:00,DFW,69000,500
1458972000,03/26/2016,00:00,HOU,26479,500
1459058400,03/27/2016,00:00,DFW,41683,500
1459144800,03/28/2016,00:00,HOU,40385,500
1459231200,03/29/2016,00:00,DFW,55408,500
1459317600,03/30/2016,00:00,HOU,11742,500
1459404000,03/31/2016,00:00,DFW,98107,500
1459490400,04/01/2016,00:00,HOU,26986,500
1459576800,04/02/2016,00:00,HOU,29438,500
1459663200,04/03/2016,00:00,AUS,73315,500
1459749600,04/04/2016,00:00,AUS,13509,500
1459836000,04/05/2016,00:00,DFW,79760,500
1459922400,04/06/2016,00:00,AUS,92107,500
1460008800,04/07/2016,00:00,HOU,18578,500
1460095200,04/08/2016,00:00,AUS,60972,500
1460181600,04/09/2016,00:00,AUS,15188,500
1460268000,04/10/2016,00:00,AUS,78579,500
1460354400,04/11/2016,00:00,DFW,95651,500
1460440800,04/12/2016,00:00,HOU,39663,500
1460527200,04/13/2016,00:00,AUS,24371,500
1460613600,04/14/2016,00:00,AUS,33584,500
1460700000,04/15/2016,00:00,AUS,10267,500
1460786400,04/16/2016,00:00,DFW,87615,500
1460872800,04/17/2016,00:00,HOU,54230,500
1460959200,04/18/2016,00:00,AUS,75929,500
1461045600,04/19/2016,00:00,DFW,13081,500
1461132000,04/20/2016,00:00,DFW,32110,500
1461218400,04/21/2016,00:00,DFW,57733,500
1461304800,04/22/2016,00:00,AUS,33758,500
1461391200,04/23/2016,00:00,DFW,58609,500
1461477600,04/24/2016,00:00,HOU,45690,500
1461564000,04/25/2016,00:00,HOU,92106,500
1461650400,04/26/2016,00:00,AUS,79876,500
1461736800,04/27/2016,00:00,DFW,88471,500
1461823200,04/28/2016,00:00,DFW,44895,500
1461909600,04/29/2016,00:00,DFW,65044,500
1461996000,04/30/2016,00:00,AUS,44363,500
1462082400,05/01/2016,00:00,HOU,32095,500
1462168800,05/02/2016,00:00,DFW,61459,500
1462255200,05/03/2016,00:00,AUS,85600,500
